time,DO,WT,pH,Tur,CHLa,Cond,COD,NH,TP,TN
2023/5/31,14.23 ,38.35 ,12.54 ,49.03 ,15.39 ,668.67 ,4.88 ,0.06 ,0.06 ,1.14 
2023/6/1,15.05 ,40.02 ,12.66 ,37.84 ,16.13 ,666.81 ,4.76 ,0.05 ,0.06 ,1.08 
2023/6/2,16.15 ,41.08 ,12.84 ,33.73 ,15.48 ,665.30 ,4.85 ,0.05 ,0.05 ,1.11 
2023/6/3,14.61 ,40.55 ,12.76 ,45.78 ,12.35 ,664.27 ,5.25 ,0.06 ,0.05 ,1.05 
2023/6/4,13.42 ,39.39 ,12.61 ,46.56 ,10.20 ,668.67 ,4.79 ,0.05 ,0.05 ,0.99 
2023/6/5,13.04 ,36.86 ,12.47 ,44.96 ,10.16 ,671.20 ,4.82 ,0.05 ,0.06 ,1.11 
2023/6/6,13.74 ,37.41 ,12.52 ,40.98 ,8.65 ,672.48 ,4.86 ,0.05 ,0.06 ,1.10 
2023/6/7,14.90 ,38.05 ,12.66 ,41.82 ,10.23 ,671.31 ,5.28 ,0.05 ,0.06 ,1.11 
2023/6/8,15.57 ,39.48 ,12.78 ,45.61 ,23.18 ,671.90 ,5.37 ,0.05 ,0.06 ,1.04 
2023/6/9,15.51 ,41.30 ,12.87 ,48.40 ,67.45 ,668.07 ,5.09 ,0.05 ,0.06 ,1.01 
2023/6/10,14.38 ,42.94 ,12.79 ,75.44 ,36.40 ,676.17 ,5.41 ,0.06 ,0.08 ,1.11 
2023/6/11,13.39 ,43.14 ,12.72 ,60.47 ,19.03 ,680.39 ,5.15 ,0.06 ,0.08 ,1.02 
2023/6/12,13.07 ,42.65 ,12.66 ,44.68 ,10.32 ,683.63 ,5.06 ,0.05 ,0.06 ,0.88 
2023/6/13,12.75 ,42.12 ,12.66 ,43.49 ,11.48 ,687.03 ,5.63 ,0.05 ,0.06 ,0.90 
2023/6/14,12.89 ,42.61 ,12.58 ,47.81 ,10.51 ,684.57 ,5.81 ,0.05 ,0.06 ,0.92 
2023/6/15,13.22 ,43.34 ,12.55 ,51.94 ,11.53 ,679.71 ,7.03 ,0.06 ,0.08 ,0.81 
2023/6/16,12.73 ,42.97 ,12.54 ,59.70 ,7.11 ,671.14 ,7.08 ,0.06 ,0.08 ,0.92 
2023/6/17,11.59 ,40.99 ,12.25 ,69.63 ,8.25 ,663.95 ,8.07 ,0.14 ,0.09 ,0.98 
2023/6/18,11.47 ,39.70 ,12.06 ,86.76 ,8.02 ,645.81 ,5.49 ,0.20 ,0.09 ,1.31 
2023/6/19,11.29 ,39.88 ,11.96 ,84.45 ,7.29 ,637.39 ,5.38 ,0.23 ,0.11 ,1.45 
2023/6/20,12.32 ,41.56 ,12.09 ,67.62 ,9.03 ,649.10 ,4.93 ,0.20 ,0.11 ,0.85 
2023/6/21,13.83 ,43.75 ,12.40 ,34.80 ,15.45 ,650.29 ,4.56 ,0.11 ,0.08 ,0.59 
2023/6/22,14.88 ,43.84 ,12.58 ,30.88 ,16.58 ,648.23 ,4.64 ,0.06 ,0.06 ,0.82 
2023/6/23,13.97 ,42.11 ,12.51 ,47.64 ,22.78 ,648.75 ,4.85 ,0.05 ,0.06 ,0.85 
2023/6/24,12.51 ,39.97 ,12.29 ,71.77 ,12.78 ,664.76 ,5.08 ,0.09 ,0.09 ,1.01 
2023/6/25,12.57 ,39.48 ,12.29 ,73.00 ,12.72 ,662.26 ,4.86 ,0.11 ,0.09 ,0.99 
2023/6/26,13.24 ,40.53 ,12.31 ,105.99 ,13.73 ,665.85 ,5.29 ,0.11 ,0.11 ,1.04 
2023/6/27,13.94 ,42.35 ,12.46 ,71.86 ,11.67 ,668.44 ,4.96 ,0.08 ,0.08 ,1.14 
2023/6/28,13.08 ,43.54 ,12.38 ,88.91 ,16.41 ,662.63 ,5.20 ,0.09 ,0.08 ,1.11 
2023/6/29,12.41 ,43.94 ,12.41 ,145.94 ,27.13 ,646.33 ,6.74 ,0.11 ,0.11 ,1.22 
2023/6/30,12.34 ,43.13 ,12.35 ,128.94 ,27.18 ,635.93 ,7.02 ,0.12 ,0.12 ,1.25 
2023/7/1,14.44 ,44.33 ,12.81 ,71.42 ,26.43 ,635.16 ,6.12 ,0.08 ,0.09 ,1.10 
2023/7/2,14.17 ,44.88 ,12.75 ,56.90 ,22.16 ,646.54 ,5.84 ,0.05 ,0.08 ,0.81 
2023/7/3,12.22 ,44.38 ,12.46 ,79.25 ,23.81 ,649.09 ,5.44 ,0.06 ,0.09 ,0.99 
2023/7/4,11.73 ,44.53 ,12.37 ,135.42 ,23.91 ,644.85 ,5.69 ,0.11 ,0.11 ,0.95 
2023/7/5,12.70 ,45.05 ,12.52 ,96.94 ,8.01 ,633.26 ,5.73 ,0.11 ,0.11 ,0.92 
2023/7/6,12.08 ,45.69 ,12.51 ,116.78 ,4.44 ,636.43 ,6.07 ,0.09 ,0.11 ,0.96 
2023/7/7,11.25 ,45.31 ,12.22 ,171.30 ,2.75 ,632.98 ,6.60 ,0.15 ,0.14 ,0.99 
2023/7/8,11.15 ,44.59 ,11.99 ,239.71 ,1.65 ,635.12 ,6.77 ,0.21 ,0.17 ,1.02 
2023/7/9,11.06 ,44.76 ,11.85 ,275.49 ,1.49 ,647.21 ,7.14 ,0.34 ,0.18 ,1.05 
2023/7/10,11.71 ,45.29 ,12.05 ,208.67 ,1.62 ,639.97 ,6.41 ,0.26 ,0.17 ,0.99 
2023/7/11,12.17 ,46.60 ,12.23 ,134.32 ,0.85 ,638.14 ,5.78 ,0.15 ,0.12 ,1.04 
2023/7/12,12.02 ,47.08 ,12.18 ,126.21 ,0.63 ,644.59 ,5.40 ,0.15 ,0.12 ,0.69 
2023/7/13,11.44 ,46.60 ,12.11 ,171.61 ,0.50 ,649.13 ,5.64 ,0.17 ,0.14 ,0.61 
2023/7/14,11.97 ,46.45 ,12.25 ,168.01 ,0.67 ,655.31 ,6.08 ,0.20 ,0.15 ,0.67 
2023/7/15,12.55 ,46.25 ,12.38 ,145.32 ,15.43 ,680.26 ,6.68 ,0.15 ,0.14 ,0.81 
2023/7/16,12.96 ,45.37 ,12.58 ,139.19 ,14.37 ,673.44 ,6.60 ,0.14 ,0.14 ,0.70 
2023/7/17,11.41 ,43.68 ,12.34 ,161.33 ,10.57 ,677.82 ,6.41 ,0.14 ,0.14 ,0.69 
2023/7/18,8.95 ,43.49 ,11.59 ,88.30 ,11.67 ,741.42 ,8.51 ,0.66 ,0.14 ,1.63 
2023/7/19,11.10 ,42.88 ,11.67 ,89.81 ,13.54 ,625.98 ,8.80 ,0.67 ,0.14 ,1.72 
2023/7/20,13.83 ,44.41 ,12.14 ,99.08 ,16.94 ,619.26 ,8.45 ,0.63 ,0.12 ,1.77 
2023/7/21,14.06 ,45.12 ,12.17 ,93.68 ,21.06 ,607.91 ,9.71 ,0.49 ,0.11 ,1.83 
2023/7/22,12.08 ,44.06 ,12.00 ,129.78 ,13.92 ,614.13 ,8.71 ,0.47 ,0.12 ,1.57 
2023/7/23,12.35 ,44.32 ,12.43 ,117.41 ,89.29 ,640.67 ,6.53 ,0.15 ,0.12 ,0.79 
2023/7/24,13.98 ,45.46 ,12.63 ,117.76 ,19.28 ,619.04 ,6.86 ,0.14 ,0.12 ,0.67 
2023/7/25,14.46 ,46.04 ,12.70 ,115.35 ,17.42 ,596.66 ,9.26 ,0.15 ,0.12 ,1.83 
2023/7/26,12.58 ,45.40 ,12.55 ,81.95 ,12.84 ,615.35 ,6.37 ,0.12 ,0.11 ,0.66 
2023/7/27,12.28 ,45.52 ,12.57 ,72.51 ,11.10 ,630.02 ,5.93 ,0.12 ,0.09 ,0.55 
2023/7/28,12.37 ,44.84 ,12.66 ,102.05 ,13.76 ,612.27 ,6.92 ,0.12 ,0.11 ,0.66 
2023/7/29,11.70 ,43.86 ,12.32 ,133.25 ,13.95 ,607.35 ,6.89 ,0.17 ,0.12 ,0.72 
2023/7/30,11.51 ,43.36 ,12.08 ,80.81 ,21.08 ,585.62 ,7.21 ,0.15 ,0.11 ,1.02 
2023/7/31,14.18 ,44.41 ,12.61 ,99.69 ,16.99 ,601.89 ,7.29 ,0.14 ,0.11 ,0.79 
2023/8/1,12.73 ,44.41 ,12.47 ,83.36 ,17.40 ,594.16 ,7.67 ,0.11 ,0.11 ,0.90 
2023/8/2,13.16 ,45.31 ,12.51 ,109.04 ,20.37 ,598.24 ,6.82 ,0.14 ,0.09 ,0.82 
2023/8/3,15.65 ,47.00 ,12.84 ,70.94 ,21.23 ,602.82 ,7.09 ,0.12 ,0.09 ,0.75 
2023/8/4,16.23 ,47.93 ,12.99 ,91.47 ,23.85 ,602.88 ,7.11 ,0.11 ,0.08 ,0.40 
2023/8/5,15.91 ,48.94 ,13.04 ,50.11 ,18.24 ,605.61 ,7.29 ,0.09 ,0.08 ,0.61 
2023/8/6,13.62 ,48.75 ,13.02 ,49.75 ,16.36 ,612.65 ,5.34 ,0.05 ,0.08 ,0.41 
2023/8/7,12.29 ,48.05 ,12.76 ,59.32 ,24.29 ,613.28 ,5.35 ,0.06 ,0.08 ,1.07 
2023/8/8,12.06 ,47.72 ,12.75 ,89.69 ,22.25 ,617.91 ,5.38 ,0.06 ,0.09 ,1.27 
2023/8/9,12.52 ,47.53 ,12.83 ,52.61 ,22.81 ,623.01 ,5.19 ,0.05 ,0.09 ,0.96 
2023/8/10,12.76 ,47.98 ,12.87 ,52.06 ,22.95 ,627.00 ,5.20 ,0.05 ,0.09 ,0.98 
2023/8/11,13.28 ,49.36 ,12.98 ,41.19 ,18.15 ,627.26 ,5.26 ,0.05 ,0.08 ,0.72 
2023/8/12,13.45 ,50.39 ,13.04 ,45.37 ,18.59 ,632.92 ,5.54 ,0.06 ,0.08 ,0.85 
2023/8/13,12.79 ,50.43 ,13.02 ,49.62 ,21.43 ,634.34 ,5.60 ,0.06 ,0.08 ,0.87 
2023/8/14,12.38 ,49.59 ,13.01 ,51.42 ,32.30 ,636.02 ,5.49 ,0.06 ,0.09 ,0.87 
2023/8/15,12.28 ,49.30 ,12.99 ,54.95 ,30.96 ,636.73 ,5.64 ,0.08 ,0.09 ,0.81 
2023/8/16,12.73 ,49.47 ,13.05 ,53.41 ,23.55 ,637.95 ,5.69 ,0.08 ,0.09 ,0.98 
2023/8/17,14.53 ,50.75 ,13.15 ,30.23 ,16.00 ,636.69 ,5.63 ,0.05 ,0.08 ,0.75 
2023/8/18,11.91 ,48.63 ,12.96 ,50.19 ,24.99 ,641.46 ,6.04 ,0.09 ,0.09 ,0.92 
2023/8/19,13.27 ,47.58 ,13.10 ,36.58 ,27.15 ,629.32 ,6.25 ,0.06 ,0.08 ,0.93 
2023/8/20,14.27 ,47.63 ,13.27 ,49.35 ,26.90 ,620.89 ,6.50 ,0.06 ,0.08 ,0.95 
2023/8/21,14.66 ,47.56 ,13.27 ,92.32 ,30.18 ,617.06 ,6.86 ,0.08 ,0.08 ,0.99 
2023/8/22,12.08 ,46.67 ,12.92 ,84.90 ,31.74 ,610.21 ,7.30 ,0.14 ,0.12 ,1.14 
2023/8/23,12.55 ,46.63 ,12.49 ,71.35 ,25.09 ,614.16 ,6.92 ,0.20 ,0.11 ,1.25 
2023/8/24,13.44 ,46.60 ,12.66 ,70.21 ,25.03 ,586.79 ,7.69 ,0.14 ,0.11 ,1.39 
2023/8/25,16.18 ,46.07 ,12.87 ,84.18 ,46.25 ,584.06 ,7.34 ,0.09 ,0.09 ,1.25 
2023/8/26,13.80 ,44.97 ,12.58 ,66.44 ,41.16 ,581.54 ,7.32 ,0.06 ,0.08 ,1.28 
2023/8/27,12.49 ,44.41 ,12.61 ,78.72 ,39.44 ,593.16 ,6.98 ,0.09 ,0.11 ,1.33 
2023/8/28,12.00 ,43.25 ,12.79 ,98.52 ,27.88 ,583.31 ,6.86 ,0.06 ,0.11 ,1.31 
2023/8/29,12.02 ,41.66 ,12.79 ,82.47 ,25.36 ,581.60 ,6.80 ,0.08 ,0.11 ,1.42 
2023/8/30,13.50 ,41.50 ,12.86 ,79.47 ,19.49 ,580.64 ,6.62 ,0.09 ,0.11 ,1.39 
2023/8/31,15.86 ,41.63 ,13.18 ,70.29 ,21.81 ,587.02 ,7.55 ,0.05 ,0.11 ,1.20 
2023/9/1,13.68 ,40.96 ,12.99 ,82.53 ,24.34 ,580.28 ,7.03 ,0.08 ,0.11 ,1.42 
2023/9/2,15.63 ,41.51 ,13.30 ,75.34 ,25.59 ,583.31 ,7.08 ,0.06 ,0.11 ,1.40 
2023/9/3,14.09 ,40.85 ,13.13 ,76.43 ,27.95 ,585.80 ,6.69 ,0.06 ,0.09 ,1.24 
2023/9/4,14.72 ,40.81 ,13.16 ,73.40 ,36.07 ,582.87 ,6.83 ,0.06 ,0.09 ,1.34 
2023/9/5,14.40 ,41.46 ,13.12 ,70.10 ,33.02 ,595.86 ,7.00 ,0.06 ,0.11 ,1.34 
2023/9/6,15.27 ,42.67 ,13.19 ,65.01 ,30.41 ,599.29 ,6.83 ,0.05 ,0.09 ,1.31 
2023/9/7,13.83 ,42.93 ,13.07 ,67.65 ,29.36 ,603.05 ,6.71 ,0.06 ,0.09 ,1.19 
2023/9/8,12.17 ,42.87 ,12.81 ,86.53 ,30.41 ,605.99 ,6.62 ,0.08 ,0.11 ,1.27 
2023/9/9,12.06 ,42.88 ,12.75 ,97.60 ,26.23 ,608.64 ,6.63 ,0.09 ,0.11 ,1.11 
2023/9/10,12.15 ,42.50 ,12.73 ,146.87 ,26.44 ,610.35 ,6.92 ,0.14 ,0.12 ,0.92 
2023/9/11,10.08 ,42.84 ,12.92 ,111.57 ,22.25 ,601.12 ,7.47 ,0.17 ,0.14 ,1.04 
2023/9/12,8.66 ,41.63 ,12.28 ,136.23 ,19.05 ,597.78 ,6.89 ,0.21 ,0.14 ,0.98 
2023/9/13,8.60 ,39.83 ,11.88 ,144.62 ,12.83 ,592.81 ,6.50 ,0.35 ,0.15 ,1.05 
2023/9/14,8.59 ,39.12 ,11.90 ,143.12 ,14.09 ,592.54 ,6.31 ,0.40 ,0.15 ,1.16 
2023/9/15,9.24 ,39.12 ,12.03 ,182.50 ,15.27 ,598.29 ,6.22 ,0.37 ,0.14 ,1.27 
2023/9/16,10.60 ,41.01 ,12.18 ,119.07 ,13.16 ,595.91 ,6.56 ,0.27 ,0.12 ,1.17 
2023/9/17,11.06 ,41.62 ,12.26 ,120.05 ,16.13 ,605.70 ,6.27 ,0.15 ,0.12 ,1.14 
2023/9/18,16.23 ,42.82 ,13.37 ,148.18 ,20.48 ,595.89 ,7.24 ,0.06 ,0.11 ,1.05 
2023/9/19,16.90 ,42.82 ,13.69 ,66.57 ,13.19 ,587.35 ,7.95 ,0.05 ,0.11 ,0.78 
2023/9/20,12.14 ,41.05 ,12.90 ,70.93 ,9.79 ,593.70 ,7.38 ,0.06 ,0.11 ,0.75 
2023/9/21,11.39 ,39.09 ,12.55 ,64.46 ,8.34 ,596.52 ,6.80 ,0.11 ,0.11 ,0.95 
2023/9/22,10.64 ,37.12 ,12.22 ,58.00 ,6.89 ,599.36 ,6.22 ,0.15 ,0.11 ,1.14 
2023/9/23,10.28 ,36.34 ,12.00 ,69.46 ,9.71 ,597.85 ,6.10 ,0.21 ,0.11 ,1.07 
2023/9/24,11.27 ,35.47 ,12.11 ,62.94 ,12.23 ,600.29 ,6.08 ,0.26 ,0.11 ,1.10 
2023/9/25,12.31 ,35.93 ,12.40 ,72.71 ,12.51 ,599.68 ,6.21 ,0.15 ,0.11 ,0.99 
2023/9/26,13.19 ,36.17 ,12.58 ,78.16 ,14.79 ,602.71 ,6.44 ,0.09 ,0.09 ,1.07 
2023/9/27,14.69 ,36.63 ,12.87 ,189.22 ,15.62 ,601.98 ,6.85 ,0.06 ,0.09 ,0.92 
2023/9/28,14.96 ,37.29 ,13.10 ,107.92 ,21.33 ,597.92 ,6.97 ,0.05 ,0.08 ,0.98 
2023/9/29,12.95 ,37.44 ,12.73 ,201.35 ,19.72 ,600.50 ,6.54 ,0.05 ,0.08 ,0.85 
2023/9/30,10.98 ,37.16 ,12.26 ,66.64 ,12.00 ,597.10 ,6.28 ,0.06 ,0.09 ,1.10 
2023/10/1,10.11 ,37.00 ,12.08 ,93.48 ,10.61 ,594.72 ,6.05 ,0.08 ,0.08 ,0.92 
2023/10/2,9.91 ,36.02 ,11.80 ,72.38 ,27.68 ,599.33 ,5.96 ,0.09 ,0.09 ,1.19 
2023/10/3,9.68 ,34.88 ,11.67 ,76.71 ,101.50 ,602.19 ,5.55 ,0.12 ,0.09 ,1.31 
2023/10/4,10.22 ,34.22 ,11.76 ,69.20 ,173.09 ,602.18 ,5.60 ,0.14 ,0.09 ,1.31 
2023/10/5,10.71 ,34.10 ,11.80 ,85.49 ,149.91 ,604.02 ,5.52 ,0.14 ,0.09 ,1.42 
2023/10/6,11.57 ,33.25 ,11.93 ,90.57 ,125.45 ,606.75 ,5.57 ,0.09 ,0.09 ,1.56 
2023/10/7,11.79 ,32.21 ,11.94 ,100.22 ,91.07 ,611.42 ,5.40 ,0.14 ,0.09 ,1.57 
2023/10/8,12.47 ,31.16 ,12.11 ,97.87 ,103.35 ,607.22 ,5.12 ,0.15 ,0.09 ,1.49 
2023/10/9,11.93 ,31.72 ,12.06 ,136.05 ,215.57 ,604.97 ,4.99 ,0.14 ,0.09 ,1.45 
2023/10/10,12.69 ,31.84 ,12.29 ,71.64 ,432.95 ,611.17 ,5.61 ,0.08 ,0.08 ,1.51 
2023/10/11,14.72 ,32.18 ,12.57 ,81.56 ,283.82 ,608.54 ,5.90 ,0.09 ,0.08 ,1.39 
2023/10/12,13.33 ,31.77 ,12.20 ,94.26 ,23.64 ,608.15 ,5.15 ,0.11 ,0.08 ,1.31 
2023/10/13,13.04 ,31.89 ,12.17 ,189.86 ,17.42 ,607.71 ,5.51 ,0.11 ,0.08 ,1.49 
2023/10/14,13.82 ,31.89 ,12.43 ,104.10 ,22.57 ,610.32 ,5.55 ,0.11 ,0.09 ,1.37 
2023/10/15,15.63 ,32.96 ,12.76 ,91.82 ,23.55 ,606.57 ,5.52 ,0.11 ,0.08 ,1.37 
2023/10/16,16.26 ,33.41 ,12.89 ,78.19 ,25.28 ,608.02 ,6.15 ,0.09 ,0.08 ,1.57 
2023/10/17,14.73 ,33.21 ,12.66 ,109.51 ,17.83 ,611.51 ,6.04 ,0.11 ,0.08 ,2.41 
2023/10/18,14.67 ,33.99 ,13.01 ,90.33 ,17.60 ,610.34 ,6.65 ,0.14 ,0.11 ,1.97 
2023/10/19,13.69 ,33.31 ,12.87 ,78.35 ,18.06 ,605.39 ,6.16 ,0.09 ,0.09 ,1.16 
2023/10/20,13.45 ,32.07 ,12.64 ,92.37 ,19.02 ,599.36 ,6.15 ,0.11 ,0.11 ,1.43 
2023/10/21,13.42 ,30.88 ,12.44 ,80.15 ,16.10 ,599.13 ,5.43 ,0.11 ,0.08 ,0.88 
2023/10/22,14.59 ,30.91 ,12.72 ,84.00 ,15.45 ,603.64 ,5.75 ,0.11 ,0.09 ,0.85 
2023/10/23,15.07 ,30.79 ,12.78 ,70.96 ,22.98 ,609.53 ,6.27 ,0.09 ,0.09 ,3.42 
2023/10/24,14.95 ,31.54 ,12.81 ,88.02 ,18.38 ,612.84 ,5.92 ,0.09 ,0.09 ,3.19 
2023/10/25,15.83 ,31.32 ,12.99 ,56.58 ,35.88 ,619.20 ,6.08 ,0.06 ,0.08 ,2.73 
2023/10/26,13.79 ,32.38 ,12.70 ,68.76 ,18.00 ,618.22 ,5.64 ,0.09 ,0.08 ,2.41 
2023/10/27,13.36 ,32.12 ,12.55 ,66.40 ,13.98 ,621.24 ,5.29 ,0.09 ,0.08 ,2.70 
2023/10/28,13.36 ,31.70 ,12.51 ,74.92 ,17.54 ,625.10 ,5.22 ,0.09 ,0.08 ,2.78 
2023/10/29,14.27 ,31.70 ,12.64 ,70.85 ,22.45 ,628.86 ,6.02 ,0.08 ,0.08 ,2.94 
2023/10/30,14.53 ,31.83 ,12.64 ,81.53 ,27.21 ,635.54 ,6.47 ,0.08 ,0.06 ,2.58 
2023/10/31,11.85 ,32.51 ,12.15 ,130.16 ,17.19 ,624.40 ,5.98 ,0.15 ,0.08 ,3.60 
2023/11/1,13.01 ,32.99 ,12.40 ,148.18 ,17.48 ,616.88 ,5.63 ,0.15 ,0.09 ,3.75 
2023/11/2,12.55 ,32.33 ,12.28 ,149.92 ,17.22 ,620.19 ,6.45 ,0.12 ,0.08 ,3.81 
2023/11/3,15.28 ,33.64 ,12.63 ,93.27 ,26.76 ,609.42 ,7.29 ,0.14 ,0.09 ,3.54 
2023/11/4,14.34 ,32.71 ,12.70 ,79.36 ,31.34 ,617.96 ,6.15 ,0.09 ,0.08 ,2.93 
2023/11/5,11.76 ,32.28 ,11.94 ,179.10 ,17.80 ,607.45 ,6.34 ,0.15 ,0.09 ,3.64 
2023/11/6,13.42 ,29.66 ,11.91 ,351.83 ,12.32 ,601.29 ,8.04 ,0.37 ,0.21 ,4.06 
2023/11/7,13.57 ,27.43 ,11.97 ,274.35 ,8.98 ,600.71 ,6.50 ,0.35 ,0.15 ,3.77 
2023/11/8,13.71 ,26.92 ,12.02 ,225.72 ,11.09 ,595.36 ,5.96 ,0.32 ,0.14 ,3.90 
2023/11/9,13.47 ,26.60 ,11.93 ,194.27 ,9.56 ,595.77 ,5.29 ,0.26 ,0.12 ,3.81 
2023/11/10,14.32 ,25.30 ,11.94 ,185.84 ,7.00 ,610.92 ,6.19 ,0.26 ,0.12 ,3.98 
2023/11/11,14.95 ,23.45 ,12.00 ,195.03 ,6.39 ,606.20 ,6.04 ,0.26 ,0.14 ,4.21 
2023/11/12,15.62 ,21.61 ,12.06 ,192.23 ,5.41 ,606.51 ,5.87 ,0.27 ,0.12 ,4.82 
2023/11/13,15.88 ,20.28 ,12.17 ,174.99 ,6.16 ,609.05 ,5.69 ,0.24 ,0.12 ,4.32 
2023/11/14,15.72 ,19.26 ,12.14 ,169.11 ,5.57 ,612.12 ,5.93 ,0.23 ,0.11 ,4.01 
2023/11/15,15.91 ,18.82 ,12.15 ,124.33 ,7.67 ,625.72 ,5.23 ,0.20 ,0.09 ,3.92 
2023/11/16,16.27 ,18.76 ,12.11 ,198.63 ,7.20 ,625.02 ,5.69 ,0.23 ,0.12 ,4.19 
2023/11/17,17.06 ,18.13 ,12.18 ,300.24 ,7.21 ,616.42 ,6.85 ,0.34 ,0.18 ,4.38 
2023/11/18,16.99 ,18.18 ,12.22 ,199.15 ,7.02 ,613.36 ,5.76 ,0.29 ,0.12 ,4.25 
2023/11/19,16.84 ,18.03 ,12.20 ,166.96 ,8.02 ,617.78 ,5.32 ,0.23 ,0.11 ,3.93 
2023/11/20,17.08 ,19.83 ,12.22 ,137.05 ,9.38 ,618.30 ,4.99 ,0.18 ,0.09 ,3.68 
2023/11/21,16.67 ,20.13 ,12.11 ,136.00 ,10.54 ,617.14 ,4.88 ,0.18 ,0.09 ,3.54 
2023/11/22,15.83 ,19.46 ,11.97 ,137.78 ,6.25 ,609.18 ,4.85 ,0.18 ,0.08 ,3.87 
2023/11/23,15.98 ,19.87 ,11.99 ,136.18 ,6.82 ,610.59 ,4.88 ,0.17 ,0.08 ,4.27 
2023/11/24,16.67 ,18.86 ,12.09 ,136.47 ,9.52 ,625.63 ,5.25 ,0.17 ,0.09 ,4.27 
2023/11/25,17.06 ,17.95 ,12.15 ,134.60 ,8.04 ,618.40 ,4.91 ,0.15 ,0.08 ,4.22 
2023/11/26,17.29 ,17.83 ,12.25 ,130.40 ,9.50 ,604.72 ,4.88 ,0.15 ,0.09 ,4.16 
2023/11/27,17.26 ,17.83 ,12.28 ,137.11 ,9.41 ,585.39 ,4.93 ,0.15 ,0.09 ,3.95 
2023/11/28,17.31 ,18.04 ,12.26 ,117.59 ,8.60 ,584.35 ,4.77 ,0.14 ,0.08 ,3.61 
2023/11/29,17.55 ,17.86 ,12.31 ,113.09 ,11.56 ,591.43 ,4.64 ,0.14 ,0.08 ,3.58 
2023/11/30,17.66 ,17.10 ,12.32 ,122.32 ,12.67 ,591.85 ,4.73 ,0.14 ,0.08 ,4.01 
2023/12/1,17.95 ,16.00 ,12.38 ,124.09 ,12.46 ,590.72 ,4.96 ,0.14 ,0.08 ,4.36 
2023/12/2,18.77 ,14.90 ,12.41 ,100.74 ,18.47 ,601.72 ,5.02 ,0.12 ,0.08 ,3.63 
2023/12/3,18.74 ,14.64 ,12.44 ,90.62 ,18.15 ,603.99 ,4.93 ,0.11 ,0.06 ,3.34 
2023/12/4,18.85 ,15.28 ,12.54 ,92.00 ,22.04 ,596.98 ,4.70 ,0.11 ,0.06 ,3.17 
2023/12/5,18.88 ,15.16 ,12.49 ,89.12 ,20.86 ,598.39 ,5.12 ,0.09 ,0.06 ,3.03 
2023/12/6,18.28 ,15.57 ,12.34 ,104.62 ,18.30 ,595.53 ,5.00 ,0.11 ,0.08 ,3.22 
2023/12/7,18.39 ,15.78 ,12.35 ,123.24 ,19.61 ,596.09 ,5.00 ,0.11 ,0.08 ,3.29 
2023/12/8,18.33 ,16.45 ,12.34 ,185.61 ,21.40 ,597.82 ,5.76 ,0.18 ,0.11 ,3.95 
2023/12/9,18.30 ,17.25 ,12.43 ,117.59 ,20.48 ,596.76 ,5.34 ,0.14 ,0.08 ,3.80 
2023/12/10,17.57 ,17.57 ,12.31 ,125.03 ,14.76 ,590.86 ,5.11 ,0.14 ,0.08 ,4.35 
2023/12/11,17.51 ,16.55 ,12.26 ,136.66 ,12.83 ,585.77 ,3.78 ,0.15 ,0.08 ,4.35 
2023/12/12,18.15 ,14.95 ,12.32 ,126.91 ,12.35 ,585.54 ,3.34 ,0.15 ,0.06 ,4.21 
2023/12/13,18.32 ,13.77 ,12.31 ,105.77 ,12.73 ,605.06 ,4.74 ,0.15 ,0.06 ,3.54 
2023/12/14,18.42 ,13.79 ,12.34 ,120.92 ,13.30 ,587.75 ,4.88 ,0.17 ,0.08 ,3.72 
2023/12/15,18.85 ,12.63 ,12.28 ,191.75 ,12.11 ,588.42 ,5.63 ,0.18 ,0.11 ,4.48 
2023/12/16,19.78 ,10.39 ,12.32 ,186.00 ,11.42 ,589.06 ,5.70 ,0.21 ,0.11 ,5.15 
2023/12/17,20.21 ,8.92 ,12.38 ,152.47 ,11.57 ,588.25 ,5.32 ,0.21 ,0.09 ,5.09 
2023/12/18,20.44 ,7.63 ,12.37 ,126.21 ,11.91 ,592.42 ,4.67 ,0.18 ,0.08 ,4.41 
2023/12/19,20.60 ,6.83 ,12.37 ,101.99 ,11.94 ,590.25 ,4.76 ,0.15 ,0.08 ,4.24 
2023/12/20,20.79 ,6.45 ,12.40 ,95.16 ,11.47 ,590.69 ,4.56 ,0.14 ,0.06 ,3.26 
2023/12/21,21.14 ,5.54 ,12.38 ,101.53 ,11.12 ,593.10 ,4.67 ,0.14 ,0.06 ,3.66 
2023/12/22,21.52 ,4.50 ,12.41 ,95.25 ,10.22 ,593.09 ,4.53 ,0.15 ,0.08 ,3.80 
2023/12/23,21.12 ,4.51 ,12.40 ,88.10 ,9.99 ,595.74 ,4.42 ,0.14 ,0.08 ,3.48 
2023/12/24,20.71 ,4.51 ,12.38 ,80.96 ,9.74 ,598.38 ,4.32 ,0.14 ,0.06 ,3.16 
2023/12/25,20.31 ,4.53 ,12.38 ,73.81 ,9.50 ,601.02 ,4.21 ,0.12 ,0.06 ,2.84 
2023/12/26,20.22 ,4.74 ,12.34 ,78.06 ,10.68 ,593.82 ,4.25 ,0.11 ,0.06 ,2.87 
2023/12/27,20.05 ,5.51 ,12.37 ,73.23 ,10.68 ,590.85 ,4.29 ,0.09 ,0.06 ,2.85 
